State,Account_length,Intl_plan,Voicemail_message,day_call,day_charge,eve_call,eve_charge,night_call,night_charge,intl_call,intl_charge,CS_calls,Churn
CT,135,Yes,0,107,31.62,94,5.61,105,9.59,4,3.48,1,0
AL,106,No,0,110,36.19,69,15.9,71,5.76,3,1.7,3,0
WV,106,No,0,133,33.12,73,18.14,92,8.59,7,3.11,0,0
MO,83,No,30,105,46.33,83,21.51,123,8.14,6,2.35,3,0
ND,110,No,0,109,22.97,99,17.44,119,7.48,4,3.16,1,0
GA,109,No,35,116,39.19,130,22.59,69,12.14,6,2.86,5,0
LA,124,No,0,120,24.36,111,19.61,91,9.64,2,2.11,4,1
UT,110,No,0,108,46.09,122,20.15,122,10.8,5,2.65,2,1
AZ,124,No,0,104,43.1,123,10.02,104,11.18,2,3.78,0,0
NY,82,No,0,77,28.41,79,11.2,98,8.43,1,2.54,6,1
AL,137,No,0,115,17.8,144,21.23,99,8.65,2,2.4,1,0
IN,69,No,0,101,23.02,124,20.24,102,8.8,2,2.86,1,0
NM,16,No,0,84,24.62,141,14.02,75,10.42,4,2.21,2,0
AL,119,No,0,97,16.8,68,12.49,105,8.58,4,2.7,3,0
MN,124,Yes,0,71,26.83,114,17.27,82,7.59,2,2.7,3,1
NY,122,No,37,107,27.71,118,26.59,85,9.0,5,3.13,1,0
MD,139,No,0,119,30.87,118,28.53,64,6.74,6,2.24,4,0
KS,67,No,0,78,21.93,116,15.98,102,10.58,3,3.02,2,0
WV,84,No,0,83,14.62,86,22.16,109,4.44,4,2.4,1,0
ID,101,No,17,71,32.96,81,16.13,97,8.83,7,3.4,0,0
LA,40,No,0,107,18.6,102,20.8,123,12.46,7,1.92,0,0
MI,61,No,0,105,32.11,116,13.06,106,9.6,2,2.75,2,0
TN,120,Yes,0,72,30.58,98,14.45,89,8.58,2,3.73,1,1
CA,95,No,0,98,31.18,95,23.91,113,4.73,8,2.21,1,0
FL,98,No,0,101,48.98,93,11.72,88,9.29,0,0.0,0,0
LA,114,No,0,96,28.76,83,12.74,119,8.86,4,1.24,2,0
CT,22,No,0,116,35.31,99,17.9,88,10.72,5,2.59,0,0
PA,176,No,0,151,28.82,84,9.6,99,2.55,4,2.35,0,0
TX,152,No,0,102,24.06,94,22.36,113,9.32,4,0.92,2,0
VA,118,No,0,71,26.32,73,20.74,81,7.18,4,3.46,0,0
MO,101,Yes,0,51,22.7,96,18.67,74,9.45,4,3.16,1,0
ND,118,No,0,94,38.18,120,19.2,105,12.11,8,3.38,2,0
FL,105,No,0,97,46.55,106,24.62,126,12.11,3,1.57,2,1
KY,71,No,0,92,17.68,125,16.75,123,4.95,8,3.94,0,0
MD,71,No,31,90,19.62,78,18.48,102,10.8,4,3.54,1,0
IN,68,No,0,107,37.76,102,16.95,107,7.31,3,2.54,2,0
MA,66,No,0,98,19.79,74,8.13,94,8.17,3,2.84,3,0
ND,101,No,0,118,37.01,128,19.69,128,8.34,0,0.0,3,0
VT,116,No,0,84,22.0,89,13.37,77,9.7,3,3.59,0,0
CT,54,No,33,73,27.51,58,23.21,76,6.93,4,3.7,0,0
VA,112,No,29,122,33.8,114,20.28,69,13.03,5,3.11,1,0
MS,122,No,45,85,25.13,93,12.53,110,9.16,5,3.78,1,0
AK,74,No,0,114,44.59,96,16.91,90,7.47,5,1.78,3,0
WY,90,No,0,83,41.89,88,13.63,99,7.69,7,2.05,1,0
NY,112,No,0,123,29.63,124,11.92,89,9.69,6,2.43,4,1
NC,85,No,0,111,31.18,98,14.35,97,8.99,4,2.67,4,0
IL,100,No,0,95,32.62,101,17.08,74,12.24,3,4.91,1,0
OH,114,No,0,109,31.93,97,13.14,102,9.63,3,2.73,2,0
RI,83,No,0,106,44.15,116,12.98,92,10.11,2,2.75,0,0
WY,157,Yes,0,123,30.67,98,16.49,88,10.23,5,2.27,0,0
OR,51,No,0,107,8.81,104,19.57,118,10.24,4,2.81,2,0
NV,42,No,0,106,51.66,54,19.74,76,6.62,3,1.57,1,1
ND,101,No,36,125,21.03,106,14.67,127,12.62,4,2.38,1,1
OR,112,No,0,122,35.05,94,13.98,101,6.31,7,3.4,3,0
ND,56,No,0,92,27.93,107,19.86,104,8.43,1,3.19,2,0
NJ,53,No,0,117,38.86,123,11.29,124,10.22,2,2.73,9,1
WV,64,No,22,80,34.07,84,11.14,67,10.38,5,2.05,1,0
VA,123,No,0,107,26.23,111,15.56,134,2.43,8,2.94,0,0
ID,68,No,30,93,20.89,91,19.85,144,8.98,2,2.59,2,0
CT,40,Yes,0,100,37.54,106,22.58,94,9.58,3,1.73,0,0
NM,132,No,0,78,36.48,98,21.39,88,10.84,2,3.75,0,0
CT,120,Yes,0,123,34.34,78,15.67,89,7.92,2,2.0,2,1
MI,108,No,32,108,35.62,64,9.32,145,8.54,6,2.46,6,1
SC,161,No,0,141,50.64,107,20.24,93,10.82,5,2.4,1,1
SC,130,No,0,102,36.18,137,16.13,105,7.65,4,2.86,0,1
MT,130,No,19,87,25.99,99,18.12,114,9.24,6,2.92,2,0
WY,90,No,0,158,21.32,83,22.87,103,10.74,7,2.97,1,0
NE,139,No,25,96,23.51,79,6.85,83,7.37,8,2.24,0,0
IN,57,No,0,157,32.18,70,14.87,117,9.99,5,3.02,3,0
CO,128,No,0,86,33.88,102,16.56,82,13.42,2,3.86,4,0
MD,107,No,0,71,50.13,78,16.39,87,6.66,5,3.56,1,1
OK,177,No,0,99,29.82,83,13.2,86,8.07,3,3.11,1,0
SD,121,No,0,70,30.5,93,12.16,113,5.23,5,3.02,1,0
SC,99,Yes,39,94,21.56,115,24.96,91,7.83,4,2.27,0,0
NY,77,No,33,101,24.31,102,18.04,120,4.72,4,4.13,5,1
WV,21,No,0,109,15.62,111,16.86,125,7.73,7,3.51,2,0
WA,56,No,0,80,35.77,96,15.01,56,6.74,4,4.19,1,0
ID,92,No,29,130,34.22,115,17.31,113,5.85,6,1.73,1,1
MN,81,No,0,59,24.75,131,24.47,121,8.18,4,2.48,2,0
TX,139,Yes,31,82,34.6,72,17.03,112,9.63,6,3.62,1,1
AZ,68,No,0,76,39.51,103,13.03,107,9.66,2,2.84,1,0
DE,183,No,8,119,14.71,97,24.24,133,8.12,2,2.35,2,0
WI,165,No,0,88,26.52,81,23.47,94,7.92,5,2.51,1,0
WI,89,No,0,112,55.47,110,14.03,97,7.33,1,2.03,1,1
NJ,59,No,0,58,33.15,88,16.87,110,13.69,9,4.0,0,0
IL,16,Yes,0,91,18.7,75,12.52,73,8.57,7,1.73,0,0
DC,114,No,0,119,25.01,111,13.69,106,12.42,3,2.43,5,1
IA,113,No,0,141,26.52,72,21.83,123,7.89,5,3.21,2,0
GA,120,No,0,99,16.69,85,15.87,96,6.6,4,2.51,2,0
AK,115,No,0,120,35.8,84,13.01,79,11.8,5,2.97,0,0
MN,100,Yes,0,94,27.18,95,15.29,102,6.95,2,3.13,2,1
SC,1,No,0,113,21.05,77,20.08,81,3.29,2,1.0,0,0
MT,97,No,15,97,19.99,126,16.69,113,7.08,3,1.73,1,0
KY,55,No,28,82,17.9,109,16.78,91,8.44,6,2.32,2,0
WV,75,No,0,121,18.99,119,20.17,110,11.41,6,3.54,1,0
ID,83,No,0,104,27.08,98,17.2,73,10.31,3,2.57,2,0
MN,40,No,0,123,13.89,108,17.87,64,9.54,3,3.05,6,1
MA,101,No,21,88,40.46,84,17.82,95,10.49,5,2.7,2,0
MD,120,No,40,99,21.78,78,21.05,121,8.99,3,4.21,0,0
SD,183,No,31,104,29.1,74,16.46,85,8.84,4,2.75,1,0
PA,75,No,0,88,18.53,120,22.04,119,8.19,3,3.59,4,1
KY,80,No,0,114,37.4,76,17.65,137,7.58,3,3.27,2,0
ID,88,No,0,65,9.45,121,20.63,134,7.93,4,3.05,0,0
NY,112,No,23,79,48.72,102,26.8,101,8.73,6,2.78,1,0
NM,63,No,0,96,35.29,112,19.47,131,7.32,2,3.59,1,0
CA,105,No,31,108,18.63,119,21.19,101,14.45,4,2.24,4,1
WY,177,No,0,120,29.87,90,14.33,110,8.95,4,3.94,1,0
NM,118,No,0,115,34.88,137,15.71,115,7.92,6,1.89,0,0
ID,82,No,34,121,39.54,115,13.02,77,12.9,3,1.27,3,0
NC,74,No,0,89,17.46,100,12.69,114,8.46,5,2.97,0,0
AL,125,No,0,90,28.78,138,13.26,106,9.49,6,3.13,2,0
VA,138,No,0,119,42.67,96,7.75,87,6.4,3,3.73,3,0
ID,119,No,0,117,39.17,101,19.13,111,8.93,6,2.05,3,0
NY,137,No,0,120,18.67,86,19.59,103,11.51,6,3.21,1,0
NC,182,No,0,118,47.52,113,17.27,101,7.84,4,2.89,2,1
HI,134,No,38,93,36.45,57,17.99,79,7.43,8,2.7,1,0
DC,45,No,0,103,16.34,134,20.98,92,10.34,4,2.62,1,0
LA,163,No,23,126,38.08,89,19.85,104,13.23,4,2.38,1,0
HI,105,No,0,99,35.89,66,15.02,96,9.97,7,3.97,4,0
FL,119,No,0,96,18.56,80,13.01,102,10.8,5,2.65,2,0
WY,78,No,0,95,37.4,121,15.29,109,8.47,5,3.11,0,0
OR,125,No,32,109,16.41,109,12.39,82,7.85,2,2.54,1,0
IN,88,No,0,93,31.2,80,14.49,88,8.72,5,2.24,3,0
MD,83,No,38,90,18.34,94,11.93,79,11.41,2,2.84,0,0
TN,3,Yes,0,96,27.37,82,20.82,103,8.14,6,2.08,1,0
WA,48,No,0,146,25.36,109,13.76,109,8.91,2,2.24,3,0
IN,129,No,0,120,23.43,110,19.19,95,6.53,6,2.75,1,1
CO,66,No,40,87,24.09,89,22.81,68,10.86,7,2.3,0,0
TX,80,No,22,115,33.39,109,12.78,75,7.93,1,2.51,0,0
WV,84,No,0,133,24.96,73,14.59,69,10.55,3,2.67,1,0
MA,96,No,0,111,29.56,105,24.43,91,9.22,7,2.46,1,0
TN,123,No,34,80,51.88,109,13.3,81,12.6,7,3.56,1,0
ID,116,Yes,29,91,27.59,79,23.74,131,8.67,2,3.16,3,1
DE,105,Yes,0,106,25.5,123,24.97,65,11.28,7,2.78,3,0
VA,80,No,0,114,33.58,119,17.59,109,7.36,4,3.05,1,0
MT,157,No,0,67,40.83,98,13.01,72,11.21,6,2.75,2,0
ID,67,No,30,117,31.65,76,24.37,113,7.39,3,3.48,2,0
MD,79,No,17,95,40.24,56,22.4,107,11.68,4,3.24,1,0
MS,76,No,0,93,29.44,80,11.15,104,7.69,3,1.46,0,0
OH,94,No,0,135,30.82,108,15.5,103,8.13,2,1.81,0,0
AR,109,No,0,125,29.82,87,21.31,74,13.02,9,2.65,1,0
AZ,138,No,0,112,14.89,107,22.69,104,9.66,10,2.65,2,0
SC,73,No,0,45,34.56,87,12.06,71,9.03,6,2.3,0,0
KY,21,No,0,95,15.74,70,13.76,78,12.83,3,3.05,5,1
NE,103,No,0,91,27.34,82,13.24,103,11.44,3,2.3,1,0
MN,79,No,32,62,8.6,87,17.12,121,6.61,4,1.13,2,0
NV,89,No,0,59,22.93,152,13.26,112,8.89,5,2.75,1,0
CA,120,No,0,110,42.86,103,19.22,83,7.0,3,3.73,1,0
UT,121,No,41,95,36.64,92,20.55,108,6.61,3,2.59,1,0
IL,101,No,0,66,21.22,85,21.86,115,8.69,4,3.62,0,0
DC,115,No,0,114,30.38,96,23.04,94,11.07,5,4.43,2,0
IN,168,No,0,131,31.14,73,15.23,100,13.18,5,2.67,2,0
MS,70,No,0,105,25.01,135,17.0,65,10.57,9,3.38,3,0
VT,138,No,0,107,39.12,120,18.02,119,7.87,4,3.56,1,0
VT,43,No,0,125,23.09,88,13.87,106,10.34,3,3.4,0,0
UT,117,No,20,98,34.97,107,11.57,147,7.17,3,2.35,2,0
KY,108,No,0,105,12.55,114,12.19,98,7.66,3,2.94,2,0
VA,118,No,0,119,32.18,112,19.85,104,12.19,1,2.7,2,0
AZ,62,No,42,95,23.34,94,15.66,70,10.41,3,2.75,0,0
NY,86,No,0,125,12.02,113,17.94,107,7.86,0,0.0,2,0
VA,44,No,0,117,34.78,94,17.44,84,7.41,5,2.89,0,0
MD,111,No,0,88,20.93,84,18.18,88,8.32,2,3.24,5,1
MA,127,No,19,115,22.05,101,13.67,63,11.93,3,3.29,2,0
IL,151,Yes,0,70,33.78,106,17.81,126,12.69,4,3.35,0,0
PA,137,No,0,76,36.7,118,12.36,129,8.41,4,3.27,1,0
TN,106,No,0,142,20.26,139,19.41,61,8.91,9,2.27,2,0
NJ,88,No,0,116,24.53,74,13.29,90,9.66,10,2.11,3,0
VA,106,No,0,121,39.98,87,18.75,91,10.63,4,3.19,1,0
NJ,57,Yes,0,65,19.55,96,10.4,75,11.03,1,1.73,0,1
WA,184,No,0,93,25.79,77,15.17,111,10.31,8,3.54,2,0
AR,109,No,0,102,26.03,77,19.9,74,14.81,9,2.67,3,0
WI,127,No,0,93,37.16,130,12.74,131,9.21,5,2.48,2,0
ME,174,No,0,98,32.35,70,21.48,97,9.93,9,1.94,2,0
CO,92,No,0,60,31.4,73,22.27,120,10.78,6,3.32,2,1
CO,81,No,0,99,19.6,117,19.1,98,6.86,2,4.86,1,0
CT,119,No,0,100,50.01,53,19.76,64,8.78,1,2.43,0,1
NC,122,No,0,86,36.65,59,14.26,67,9.32,8,1.73,3,0
WY,34,No,0,80,21.9,93,17.74,103,9.09,7,3.78,1,0
FL,90,No,24,82,12.1,103,15.44,111,8.41,1,3.48,1,0
KY,73,No,0,121,16.13,83,21.52,86,7.88,2,3.83,2,0
SC,19,No,0,116,44.1,109,22.92,130,7.89,3,2.57,1,1
WA,120,No,28,123,36.69,76,24.24,78,8.64,3,1.86,1,0
MT,160,No,0,113,16.58,69,22.79,62,11.49,4,3.56,3,0
PA,141,No,0,121,24.91,125,14.44,112,10.75,5,2.21,0,0
VT,72,No,0,117,23.78,96,19.01,93,10.84,4,3.43,2,0
MN,117,No,21,112,26.04,110,22.38,85,6.08,7,3.21,1,0
IL,79,Yes,0,134,17.6,111,27.14,124,10.8,4,2.27,2,0
AR,87,No,0,119,31.59,83,16.35,96,9.0,4,1.78,1,0
MD,102,No,0,56,22.02,118,30.11,93,6.55,3,2.94,1,0
MT,49,No,0,91,40.22,146,18.78,114,6.61,2,2.4,1,0
VT,67,No,0,107,44.27,104,17.7,115,9.36,2,2.7,6,0
CO,107,No,0,100,28.44,79,13.93,100,8.37,5,1.81,2,0
WA,118,No,0,80,19.21,87,12.76,115,9.19,4,2.92,2,0
TN,120,No,0,133,31.57,149,19.98,78,11.54,6,4.56,0,0
AR,94,No,0,114,23.15,118,14.03,71,6.21,5,2.59,0,0
DC,115,No,29,81,37.84,109,16.18,87,9.05,2,3.11,1,0
MN,61,No,0,67,33.54,106,22.48,116,9.47,6,2.43,1,0
KS,110,No,0,69,35.36,94,8.08,129,8.03,11,2.16,1,0
ND,104,No,0,92,20.15,109,15.11,98,11.51,4,3.27,1,0
MT,16,No,0,65,26.04,90,19.52,94,6.67,8,2.89,1,0
DC,147,No,0,92,28.66,107,15.95,95,9.74,8,3.89,2,0
MS,102,Yes,0,81,38.11,90,20.68,66,6.65,8,3.24,3,0
IA,64,No,43,100,20.13,108,12.25,91,7.11,6,2.3,1,0
AK,103,No,0,62,32.45,53,19.26,96,10.35,3,2.11,2,0
MN,152,No,0,60,54.03,100,13.0,63,5.55,7,2.81,1,1
WV,124,No,0,112,53.04,109,15.3,94,7.59,4,3.46,1,1
OR,97,No,0,121,24.82,141,17.26,120,6.83,2,3.59,1,0
MS,131,No,0,95,22.37,109,15.24,129,11.3,3,4.19,1,1
ME,57,No,33,105,32.88,79,19.69,90,10.18,11,3.0,2,0
MN,157,No,0,92,31.47,85,18.11,85,8.82,5,2.3,2,0
GA,194,No,0,106,32.86,150,14.37,122,10.13,4,3.19,0,0
DC,66,No,0,107,24.89,99,16.7,106,10.35,2,2.11,1,0
NY,123,No,0,104,20.94,117,16.15,95,7.66,5,3.48,4,1
OK,116,No,0,90,34.85,114,11.98,96,12.27,4,2.03,2,0
OK,63,No,0,78,21.88,133,20.47,121,10.7,6,3.46,1,0
GA,64,No,0,78,36.87,115,17.94,116,8.09,5,3.08,3,0
NJ,96,No,0,122,25.5,116,18.57,89,9.56,1,2.65,3,0
ME,105,No,0,113,36.04,128,19.26,114,8.71,7,2.4,3,0
MI,53,No,37,99,28.44,99,16.55,112,10.65,9,3.24,2,0
NE,129,No,30,95,30.14,102,18.0,108,10.81,7,2.51,3,0
VT,93,No,0,120,25.43,85,17.06,107,8.15,9,3.86,0,0
OH,115,Yes,0,81,58.7,106,17.29,107,9.79,8,3.19,1,1
AL,25,No,0,80,45.03,66,23.9,80,7.47,4,2.27,1,1
DC,73,No,0,92,20.74,114,11.76,128,10.09,5,1.57,1,0
DE,97,No,0,90,38.27,127,23.76,103,10.52,4,2.38,0,1
NY,148,No,0,120,35.43,99,14.82,105,13.98,4,3.02,1,0
AL,85,No,30,107,29.43,101,21.01,104,7.14,5,3.11,1,0
OK,86,Yes,0,131,27.61,102,14.2,118,5.8,2,3.08,2,1
MS,78,No,13,93,47.8,101,15.15,129,10.99,5,1.73,2,0
MD,106,No,0,89,35.41,67,14.4,90,4.59,4,4.29,3,0
AR,145,No,0,89,38.11,121,26.77,121,8.23,3,4.35,1,1
IL,91,No,0,100,32.18,107,20.34,89,4.04,3,2.67,3,0
UT,116,No,24,90,39.59,94,12.93,82,15.49,6,2.89,1,0
LA,69,No,37,98,26.35,105,12.1,117,6.47,4,1.59,1,0
ID,135,No,0,130,26.25,90,17.32,59,7.14,3,3.19,0,0
KY,73,No,0,102,39.9,110,16.63,71,11.4,8,2.27,2,0
MI,48,No,0,88,40.8,117,11.99,137,5.8,9,1.92,1,0
NH,125,Yes,0,78,50.73,142,22.99,84,4.83,2,3.29,0,1
WV,100,No,0,102,28.22,97,20.07,93,6.04,4,2.94,1,0
SD,64,No,0,98,29.67,103,15.32,89,8.06,2,2.89,2,0
MD,116,Yes,27,137,29.84,60,17.9,121,13.27,5,1.86,1,0
ND,147,Yes,35,109,26.78,67,16.12,76,10.22,2,3.0,3,1
MO,84,No,35,138,35.28,116,17.09,107,7.4,16,2.03,4,0
IL,86,No,16,105,24.62,111,17.53,117,11.49,2,3.13,4,0
UT,134,No,0,85,44.0,114,11.01,106,8.71,7,2.94,2,0
MI,105,No,0,106,38.57,77,15.49,107,9.18,2,3.13,0,1
AR,88,No,0,119,25.99,107,14.55,106,11.57,5,3.24,2,0
AK,86,No,0,85,25.64,88,25.15,104,11.12,1,3.38,1,0
NH,141,No,32,92,54.81,107,24.07,111,9.43,3,1.81,1,1
NM,148,No,0,148,26.11,87,22.28,99,10.15,3,2.65,2,0
MN,163,No,22,91,36.57,102,11.81,109,6.58,2,3.35,2,0
IA,89,No,35,108,29.65,100,16.72,74,5.73,3,3.19,1,0
RI,63,No,0,126,30.69,98,19.55,73,10.46,3,2.86,0,0
AL,102,No,0,106,20.93,102,15.47,75,11.01,7,3.4,2,0
SD,104,No,0,92,34.03,87,10.09,65,10.65,6,1.62,2,0
MT,63,No,33,111,31.31,89,26.57,55,11.88,4,3.29,1,0
KY,105,No,24,99,46.7,118,16.45,109,13.48,3,2.92,3,0
DC,68,Yes,39,140,24.14,89,20.54,72,13.59,5,3.05,1,0
CO,63,Yes,21,99,25.76,89,12.56,114,9.47,4,2.7,1,0
KS,91,Yes,0,110,41.89,98,15.47,106,7.09,2,3.27,2,1
NC,101,No,0,114,39.56,123,15.84,122,6.9,6,3.11,5,0
SC,116,No,0,120,48.96,90,21.74,99,10.5,4,3.62,0,1
CO,131,No,23,145,29.04,93,20.12,100,13.25,1,3.43,1,0
MN,84,No,0,114,36.74,107,16.79,104,9.8,3,2.65,1,0
WY,104,No,0,100,23.58,58,18.31,98,7.39,4,1.32,2,0
FL,108,No,0,112,35.82,73,20.29,90,11.41,5,2.48,3,0
NY,111,No,0,117,30.91,91,13.44,123,11.98,9,2.62,0,0
OK,155,No,30,103,10.47,110,21.68,96,10.17,5,3.35,1,0
ME,66,No,0,85,35.31,112,16.72,83,11.78,3,1.84,1,0
NE,64,No,0,73,37.26,65,14.2,119,7.26,5,2.7,1,0
OH,69,No,0,122,38.59,111,21.99,87,7.64,1,2.4,2,0
DC,101,No,0,84,43.74,115,15.71,109,4.9,7,3.65,0,0
OK,15,No,0,130,20.59,86,18.36,33,10.58,5,4.35,2,0
NJ,88,No,0,136,51.26,72,21.9,118,5.98,2,3.62,4,1
IA,197,No,0,96,39.76,111,18.61,109,8.23,3,2.57,0,0
VA,50,Yes,0,108,16.93,102,26.24,62,7.25,6,3.7,2,1
VA,172,No,0,123,28.87,94,15.56,72,17.77,7,3.43,2,0
NM,188,Yes,26,115,33.8,67,14.16,118,8.93,3,3.89,1,1
FL,85,Yes,0,86,19.75,127,19.52,109,9.19,3,2.73,3,0
RI,103,Yes,0,128,43.5,92,11.98,130,13.9,2,3.27,1,1
NJ,136,No,27,84,31.91,147,18.79,110,6.56,4,2.7,3,0
NE,155,No,21,91,33.3,84,18.18,111,3.97,4,2.32,0,0
WV,145,No,0,97,22.0,101,15.76,106,9.21,2,0.3,2,0
WY,116,No,12,108,37.57,118,12.84,80,8.06,6,2.43,2,0
SC,152,No,0,92,23.89,96,15.88,89,10.22,5,2.57,2,0
MS,65,Yes,0,123,47.24,112,13.24,71,11.56,10,2.48,0,1
ND,180,No,0,105,38.23,101,21.25,73,9.72,5,1.81,3,1
IL,67,No,0,117,18.55,124,18.48,141,8.48,6,3.46,0,0
OR,60,No,0,109,35.33,112,10.5,115,13.12,9,1.54,0,0
IA,44,No,0,139,52.46,94,12.82,66,8.94,3,1.97,4,1
ME,25,No,0,69,41.24,117,17.77,82,9.89,6,3.89,2,0
WY,145,No,0,82,39.03,103,11.74,109,11.29,3,0.89,1,0
WI,122,No,28,62,28.22,88,19.88,84,7.65,3,2.08,2,0
SC,121,No,0,126,24.62,82,17.05,81,9.4,9,3.59,0,1
DC,55,Yes,0,77,18.04,100,10.5,92,4.34,3,3.48,0,0
CT,77,No,0,84,37.71,125,14.11,72,9.46,4,3.56,1,0
OR,12,No,0,98,34.78,90,18.06,95,8.19,7,2.65,2,0
OR,64,No,0,93,36.3,114,14.16,78,5.49,3,3.81,3,0
NV,92,No,44,95,25.84,73,23.37,121,7.31,1,2.7,2,0
MN,125,Yes,29,81,44.34,112,13.91,117,12.23,6,4.59,1,1
OK,160,No,0,117,28.29,129,26.95,121,7.22,2,2.7,1,0
KS,79,No,0,83,30.24,84,14.22,142,10.07,8,4.1,0,0
RI,36,No,0,97,39.97,104,16.73,110,11.69,7,1.89,3,0
IL,138,Yes,0,81,45.63,115,14.82,96,8.71,4,3.13,1,0
WI,72,No,0,113,30.58,112,12.73,79,7.57,7,2.65,2,0
MI,74,No,0,86,53.4,99,18.9,121,11.66,5,3.32,3,1
MI,134,No,41,82,27.54,77,27.6,112,7.2,5,3.21,0,0
MA,145,No,0,89,29.89,119,23.32,69,10.2,4,3.35,1,0
AL,136,No,0,91,18.6,111,17.64,107,6.08,5,3.13,0,0
WI,66,Yes,0,84,35.48,88,14.73,107,11.91,3,2.24,3,0
VT,152,No,20,108,36.48,82,8.21,145,7.68,5,2.13,1,0
CT,162,No,0,121,8.36,136,12.23,97,9.14,13,3.27,1,0
OR,72,No,0,133,24.02,96,11.47,97,10.24,3,3.02,2,0
HI,101,No,0,89,43.04,114,20.22,85,6.94,7,2.62,4,0
WV,125,No,0,128,35.02,71,16.84,116,6.12,3,3.56,0,0
RI,46,No,0,105,6.87,83,14.65,89,6.53,2,2.43,2,0
MI,132,No,0,104,49.5,132,19.91,87,8.63,3,2.4,1,1
ME,193,No,31,58,12.1,105,10.6,108,7.0,3,3.16,0,0
WV,63,No,0,69,44.51,135,20.83,94,9.09,4,3.97,0,1
NE,124,No,0,134,32.52,113,22.23,111,8.2,3,2.7,1,0
DC,144,No,0,101,22.66,127,21.72,68,10.29,2,3.13,0,0
NH,97,No,28,93,48.13,98,15.76,78,14.08,8,1.65,1,0
WV,137,No,50,94,31.71,106,15.13,100,9.7,4,3.27,2,0
IL,142,No,38,104,27.76,114,11.56,127,11.21,6,1.16,0,0
NH,119,No,19,110,30.28,100,18.09,123,10.18,6,2.7,1,0
MI,158,No,0,103,33.3,95,7.57,82,13.6,3,2.78,1,0
ND,50,No,0,127,50.2,100,10.83,105,7.51,6,2.59,1,0
LA,98,No,0,82,23.14,118,13.29,83,7.15,5,2.73,2,0
HI,101,No,24,95,19.4,86,13.73,90,7.93,9,3.51,2,0
WV,51,No,0,111,28.78,69,11.86,87,8.87,3,3.24,0,0
NC,117,No,0,94,36.45,149,11.73,102,6.69,1,2.67,2,0
PA,92,Yes,0,125,43.49,111,12.13,101,8.15,3,3.16,0,0
MI,86,No,0,71,25.19,91,24.23,155,7.49,3,1.67,2,0
WY,122,No,0,93,20.28,103,19.03,122,9.54,4,2.35,2,0
NJ,156,No,27,137,32.69,115,16.99,112,10.99,8,4.0,1,0
NJ,127,No,0,91,41.68,92,18.46,128,10.94,6,3.75,0,1
NC,130,Yes,0,106,36.75,86,30.91,123,5.7,2,4.56,5,1
NM,158,No,0,114,29.31,69,21.81,104,10.59,0,0.0,2,0
MS,145,Yes,30,107,29.8,116,13.03,85,10.51,3,3.0,1,0
TX,90,Yes,26,104,28.73,104,16.05,76,9.6,3,3.59,0,1
OK,127,No,27,113,0.44,102,21.59,156,10.92,5,2.48,3,0
ID,109,No,0,143,31.3,105,17.99,116,10.93,2,2.67,1,0
AL,88,No,0,90,30.92,87,12.88,100,6.44,3,2.03,1,0
WY,101,No,9,116,27.22,121,17.85,65,6.26,9,2.92,0,0
VA,21,No,0,142,37.94,114,18.4,111,9.66,2,3.35,1,0
WV,145,No,31,94,36.72,123,19.13,109,10.56,1,2.89,2,0
CA,33,No,0,115,27.12,118,16.61,86,4.61,7,1.92,1,0
PA,61,No,40,78,17.85,100,15.35,115,7.83,2,2.75,2,1
CO,107,No,0,108,34.77,110,13.8,102,6.98,1,3.62,3,0
MD,147,No,0,92,46.58,82,19.7,83,12.76,1,1.67,0,1
AL,95,No,0,116,39.08,110,17.2,105,7.71,6,3.83,1,0
MI,128,No,0,94,30.5,92,22.98,88,8.59,4,2.13,0,0
OH,134,No,0,86,1.33,100,14.57,80,8.39,2,3.48,2,0
IN,96,No,23,88,31.13,89,12.53,108,15.76,7,3.05,1,0
SC,107,No,0,79,35.17,117,22.3,69,6.72,3,2.89,0,0
KS,123,No,0,106,23.8,101,13.06,87,2.25,1,3.38,2,0
OK,35,No,0,59,30.46,101,24.08,83,12.84,7,1.57,2,0
IL,137,Yes,0,103,40.34,84,15.02,81,11.85,4,3.83,0,1
TN,88,No,0,116,30.86,119,15.9,96,9.91,7,2.84,1,0
NC,116,No,19,104,26.47,118,15.76,116,8.67,2,2.21,3,0
RI,123,No,23,88,41.65,105,22.53,108,10.79,3,4.02,2,0
VA,146,Yes,0,126,18.89,95,26.64,82,9.71,6,2.84,1,0
KY,106,No,9,100,15.05,109,27.61,86,3.6,4,2.21,3,0
NV,121,No,44,85,19.72,120,12.76,98,11.11,2,3.24,1,0
WI,137,No,0,81,26.44,94,11.31,77,11.39,2,2.46,1,0
NE,67,No,31,68,29.78,73,16.93,99,9.89,6,3.56,1,0
WI,161,No,0,84,26.3,125,15.11,90,7.78,2,1.59,4,1
ME,62,Yes,32,93,37.13,132,20.12,137,8.65,3,3.56,0,1
WY,120,No,24,81,38.68,71,19.97,128,7.49,13,2.43,1,0
IN,130,No,30,117,31.45,141,21.21,103,7.1,7,2.0,0,0
WI,20,No,0,89,31.76,51,21.54,105,12.29,6,3.32,2,0
CA,112,No,0,150,35.48,104,18.09,98,8.01,4,2.3,0,0
IN,77,No,0,95,31.6,98,18.02,81,12.7,4,3.05,3,0
